SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,HP_Priority,HP_Description,HP_Location
TEL-11,EL,00-CAM-01,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-02,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-03,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-04,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-05,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-06,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-07,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-08,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-09,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-10,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-11,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-12,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-13,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-14,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-15,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-16,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-17,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-18,CCTV,,Hold (Matrial Shortage),Material Shortage
LS-02,EL,00-ELP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-02,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-03,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-LP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-RP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-SLP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
4000-14,PI,4000-14-FW-16-253,PI_TP,,ISO-20020 0542|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-16-253,PI_TP,,ISO-20020 0547|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-16-253,PI_TP,,ISO-20020 0550|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-16-253,PI_TP,,ISO-20020 0556|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-16-253,PI_TP,,ISO-20020 0559|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-16-253,PI_TP,,ISO-20020 0564|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-16-253,PI_TP,,ISO-20020 0567|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0033|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0036|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0041|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0044|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0050|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0053|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0057|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0060|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0066|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0069|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0074|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0077|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0083|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0086|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0090|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0093|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0099|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0102|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0107|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0110|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0116|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0119|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0124|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0127|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0136|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0139|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0148|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0151|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0160|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0163|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0172|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20021 0175|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20022 0002|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20022 0005|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20022 0008|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20023 0002|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20023 0005|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-20023 0008|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0033|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0036|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0045|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0048|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0057|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0060|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0069|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0072|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0102|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0105|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0110|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0113|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0119|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0122|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0127|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0130|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0136|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0139|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0144|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0147|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0153|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0156|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0161|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0164|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0170|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0173|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0178|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0181|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0187|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0190|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0195|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0198|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0218|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0223|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0226|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0232|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0237|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0240|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0246|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0251|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0254|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0260|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0265|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0268|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0296|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0299|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0304|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0307|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0313|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0316|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0321|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0324|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0330|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0333|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0338|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0341|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0347|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0350|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0355|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0358|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0364|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0367|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0372|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0375|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0381|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0384|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0389|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0392|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0401|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0410|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0419|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21009 0428|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0048|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0051|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0056|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0059|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0065|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0068|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0073|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0076|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0082|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0085|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0090|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0093|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0099|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0102|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0107|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0110|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0116|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0119|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0124|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0127|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0133|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0136|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0141|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0144|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0153|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0156|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0165|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0168|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0177|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0180|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0189|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0192|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0222|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-17-254,PI_TP,,ISO-21010 0225|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
