SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,HP_Priority,HP_Description,HP_Location
TEL-11,EL,00-CAM-01,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-02,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-03,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-04,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-05,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-06,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-07,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-08,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-09,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-10,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-11,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-12,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-13,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-14,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-15,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-16,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-17,CCTV,,Hold (Matrial Shortage),Material Shortage
TEL-11,EL,00-CAM-18,CCTV,,Hold (Matrial Shortage),Material Shortage
LS-02,EL,00-ELP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-02,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
120-14,EL,00-HTP-03,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-LP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-RP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
LS-01,EL,00-SLP-01,PANEL(EL),,Hold (Matrial Shortage),Material Shortage
4000-14,PI,4000-14-FW-07-009,PI_TP,,ISO-24005 0851|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0028|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0031|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0034|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0039|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0048|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0051|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0054|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0059|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0068|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0071|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0074|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0079|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0088|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0091|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0094|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0099|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0108|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0111|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0114|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0119|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0128|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0131|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0134|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0139|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0149|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0152|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0159|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0162|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0169|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0172|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0179|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0182|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0200|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0203|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0206|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0211|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0220|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0223|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0226|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0231|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0240|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0243|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0246|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0251|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0260|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0263|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0266|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0271|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0280|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0283|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0286|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0291|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0300|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0303|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0306|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0311|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0321|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0324|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0331|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0334|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0344|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0347|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0354|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0357|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0375|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0378|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0381|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0386|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0395|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0398|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0401|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0406|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0415|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0418|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0421|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0426|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0435|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0438|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0441|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0446|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0455|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0458|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0461|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0466|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0475|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0478|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0481|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0486|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0499|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0503|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0507|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0512|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0516|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0520|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0524|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0530|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0534|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0538|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0542|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0546|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0552|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0556|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0560|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0566|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0570|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0574|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0580|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0584|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0588|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0592|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0596|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0602|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0606|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0610|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0614|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0618|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0622|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0626|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0630|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0634|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0638|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0642|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0646|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0650|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0654|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0658|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0678|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0681|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0688|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0691|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0698|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0701|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0708|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0711|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0722|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0725|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0728|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0733|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0742|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0745|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0748|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0753|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0762|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0765|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0768|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0773|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0782|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0785|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0788|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
4000-14,PI,4000-14-FW-08-010,PI_TP,,ISO-24006 0793|SPRINKLER|SPRAY NOZZLE SC._1/2,HOLD SEQ. FLUSHING PRECOMM
